,Address,광역시도,시도,입점수
0,서울 종로구 자하문로 7 (체부동),서울특별시,종로구,1
1,서울 종로구 세종대로23길 15 (도렴동),서울특별시,종로구,1
2,"서울 종로구 율곡로 6 (중학동, 트윈 트리 빌딩)",서울특별시,종로구,1
3,서울 종로구 낙원동 ,서울특별시,종로구,1
4,서울 종로구 대학로10길 17 (동숭동),서울특별시,종로구,1
5,서울 종로구 통일로 266 (무악동),서울특별시,종로구,1
6,"서울 종로구 율곡로 286 (종로6가, 야드인빌딩)",서울특별시,종로구,1
7,서울 종로구 종로 354 (숭인동),서울특별시,종로구,1
8,서울 종로구 대학로 81-1 (연건동),서울특별시,종로구,1
9,서울 종로구 필운대로1길 35 (필운동),서울특별시,종로구,1
10,서울 종로구 삼일대로15길 13 (관철동),서울특별시,종로구,1
11,서울 종로구 홍지동,서울특별시,종로구,1
12,서울 종로구 성균관로 8 (명륜2가),서울특별시,종로구,1
13,서울 종로구 숭인동길 6 (숭인동),서울특별시,종로구,1
14,서울 종로구 난계로29가길 2 (숭인동),서울특별시,종로구,1
15,서울 종로구 삼일대로19길 24 (관철동),서울특별시,종로구,1
16,서울 종로구 종로 73 (종로2가),서울특별시,종로구,1
17,서울 종로구 종로 126 (종로3가),서울특별시,종로구,1
18,서울 종로구 김상옥로 1 (인의동),서울특별시,종로구,1
19,서울 종로구 대학로 33 (효제동),서울특별시,종로구,1
20,서울 종로구 동호로 406-1 (종로5가),서울특별시,종로구,1
21,서울 종로구 수송동,서울특별시,종로구,1
22,서울 종로구 종로1가 르메이에르종로타운,서울특별시,종로구,1
23,서울 종로구 삼일대로 390-1 (관철동),서울특별시,종로구,1
24,"서울 종로구 종로 51 (종로2가, 종로타워)",서울특별시,종로구,1
25,서울 종로구 돈화문로 41-1 (묘동),서울특별시,종로구,1
26,서울 종로구 종로 316-1 (창신동),서울특별시,종로구,1
27,서울 종로구 지봉로 64 (숭인동),서울특별시,종로구,1
28,서울 종로구 낙원동 ,서울특별시,종로구,1
29,서울 종로구 혜화로 3-1 (혜화동),서울특별시,종로구,1
30,서울 종로구 창경궁로 258-15 (명륜2가),서울특별시,종로구,1
31,서울 중구 을지로 79 (을지로2가),서울특별시,중구,1
32,서울 중구 세종대로1길 11 (봉래동1가),서울특별시,중구,1
33,서울 중구 마른내로 165-1 (광희동1가),서울특별시,중구,1
34,서울 중구 다동길 46 (다동),서울특별시,중구,1
35,"서울 중구 창경궁로 2 (충무로5가, 남경빌딩)",서울특별시,중구,1
36,서울 중구 을지로43길 38 (을지로6가),서울특별시,중구,1
37,서울 중구 청계천로 318 (신당동),서울특별시,중구,1
38,"서울 중구 만리재로 175 (만리동2가, 서울역센트럴자이),402동 102호",서울특별시,중구,1
39,서울 중구 퇴계로 103 (충무로1가),서울특별시,중구,1
40,서울 중구 명동8가길 37 (충무로2가),서울특별시,중구,1
41,서울 중구 남대문로1길 57-1 (태평로2가),서울특별시,중구,1
42,서울 중구 서소문로11길 8 (서소문동),서울특별시,중구,1
43,서울 중구 세종대로21길 67 (태평로1가),서울특별시,중구,1
44,서울 중구 다산로35길 11 (신당동),서울특별시,중구,1
45,서울 중구 퇴계로 455 (황학동),서울특별시,중구,1
46,서울 중구 동호로 186-13 (신당동),서울특별시,중구,1
47,서울 중구 마른내로 109-1 (오장동),서울특별시,중구,1
48,서울 중구 수표로 45 (저동2가),서울특별시,중구,1
49,서울 중구 정동길 2-1 (정동),서울특별시,중구,1
50,서울 중구 청파로 464 (중림동),서울특별시,중구,1
51,서울 중구 다산로 181-2 (신당동),서울특별시,중구,1
52,서울 중구 퇴계로27길 31 (충무로3가),서울특별시,중구,1
53,서울 중구 퇴계로 188 (필동1가),서울특별시,중구,1
54,서울 중구 퇴계로 381-1 (신당동),서울특별시,중구,1
55,서울 중구 퇴계로 218-5 (필동2가),서울특별시,중구,1
56,"서울 중구 중림로 10 (중림동, 중림동 삼성 사이버 빌리지)",서울특별시,중구,1
57,서울 중구 세종대로11길 26 (서소문동),서울특별시,중구,1
58,서울 중구 남대문로 29-2 (남대문로3가),서울특별시,중구,1
59,"서울 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",서울특별시,중구,1
60,"서울 중구 퇴계로 72 (회현동1가, 리더스뷰남산)",서울특별시,중구,1
61,서울 용산구 한남대로 72 (한남동),서울특별시,용산구,1
62,서울 용산구 이촌로77길 19 (이촌동),서울특별시,용산구,1
63,서울 용산구 후암로 93 (동자동),서울특별시,용산구,1
64,"서울 용산구 한강대로 205 (한강로1가, 용산파크자이)",서울특별시,용산구,1
65,서울 용산구 한강대로 138 (한강로2가),서울특별시,용산구,1
66,서울 용산구 한강대로 289 (갈월동),서울특별시,용산구,1
67,서울 용산구 청파로47길 82 (청파동2가),서울특별시,용산구,1
68,서울 용산구 대사관로 72 ,서울특별시,용산구,1
69,서울 용산구 한강대로21나길 17 (한강로3가),서울특별시,용산구,1
70,서울 용산구 한강대로 52-1 (한강로3가),서울특별시,용산구,1
71,서울 용산구 효창원로66길 2 (효창동),서울특별시,용산구,1
72,서울 용산구 원효로 257 (원효로1가),서울특별시,용산구,1
73,서울 용산구 이태원로 281 (한남동),서울특별시,용산구,1
74,서울 성동구 장터길 17-1 (금호동3가),서울특별시,성동구,1
75,서울 성동구 난계로 35 (금호동1가),서울특별시,성동구,1
76,서울 성동구 용답19길 17-1 (용답동),서울특별시,성동구,1
77,서울 성동구 상원길 38-1 (성수동1가),서울특별시,성동구,1
78,서울 성동구 고산자로 339-2 (마장동),서울특별시,성동구,1
79,서울 성동구 마장로 293-1 (마장동),서울특별시,성동구,1
80,서울 성동구 무학봉15길 27 (하왕십리동),서울특별시,성동구,1
81,서울 성동구 왕십리로 96-1 (성수동1가),서울특별시,성동구,1
82,서울 성동구 고산자로 269 (도선동),서울특별시,성동구,1
83,서울 성동구 성덕정길 106 (성수동2가),서울특별시,성동구,1
84,서울 성동구 성수이로 118 (성수동2가),서울특별시,성동구,1
85,서울 성동구 아차산로15길 19 (성수동2가),서울특별시,성동구,1
86,"서울 성동구 성수일로6길 47 (성수동2가, 현성빌딩)",서울특별시,성동구,1
87,서울 성동구 금호산길 64 (금호동2가),서울특별시,성동구,1
88,서울 성동구 무학로 22 (홍익동),서울특별시,성동구,1
89,서울 성동구 매봉길 12 (옥수동),서울특별시,성동구,1
90,서울 성동구 한림말5길 9 (옥수동),서울특별시,성동구,1
91,서울 성동구 왕십리광장로 17 (행당동),서울특별시,성동구,1
92,서울 성동구 왕십리로 309 (행당동),서울특별시,성동구,1
93,"서울 성동구 독서당로 381 (응봉동, 현대종합상가)",서울특별시,성동구,1
94,서울 성동구 천호대로 426 (용답동),서울특별시,성동구,1
95,"서울 성동구 무학로 33 (하왕십리동, 텐즈힐)",서울특별시,성동구,1
96,서울 성동구 사근동길 4 (행당동),서울특별시,성동구,1
97,서울 성동구 고산자로 201 (행당동),서울특별시,성동구,1
98,서울 광진구 아차산로30길 8 (자양동),서울특별시,광진구,1
99,"서울 광진구 능동로 92 (자양동, 롯데백화점) 지하 2층 201호",서울특별시,광진구,1
100,"서울 광진구 아차산로 272 (자양동, 더샵스타시티)",서울특별시,광진구,1
101,"서울 광진구 아차산로 229 (화양동, 한림타워)",서울특별시,광진구,1
102,서울 광진구 능동로 131-1 (화양동),서울특별시,광진구,1
103,"서울 광진구 광나루로 416 (화양동, 건회빌딩)",서울특별시,광진구,1
104,서울 광진구 아차산로 624 (광장동),서울특별시,광진구,1
105,서울 광진구 자양로 136 (구의동),서울특별시,광진구,1
106,서울 광진구 아차산로 481 (구의동),서울특별시,광진구,1
107,서울 광진구 광나루로 508 (구의동),서울특별시,광진구,1
108,서울 광진구 구의로 4 (구의동),서울특별시,광진구,1
109,"서울 광진구 능동로 290 (능동, 삼일빌딩)",서울특별시,광진구,1
110,서울 광진구 구의동 ,서울특별시,광진구,1
111,서울 광진구 능동로 21 (자양동),서울특별시,광진구,1
112,서울 광진구 능동로 261 (군자동),서울특별시,광진구,1
113,서울 광진구 군자로 109 (군자동),서울특별시,광진구,1
114,서울 광진구 천호대로 663 (구의동),서울특별시,광진구,1
115,서울 광진구 광나루로 380 (화양동),서울특별시,광진구,1
116,서울 광진구 자양로 46 (자양동),서울특별시,광진구,1
117,서울 광진구 자양로 92 (자양동),서울특별시,광진구,1
118,"서울 광진구 자양번영로 34 (자양동, 제이원하이텔)",서울특별시,광진구,1
119,서울 광진구 용마산로 111 (중곡동),서울특별시,광진구,1
120,서울 광진구 능동로 407 (중곡동),서울특별시,광진구,1
121,서울 광진구 능동로 330 (중곡동),서울특별시,광진구,1
122,서울 동대문구 경희대로 4 (회기동),서울특별시,동대문구,1
123,"서울 동대문구 경희대로 26 (회기동, 경희대학교,경희초,중,고,여자중고등학교)",서울특별시,동대문구,1
124,서울 동대문구 답십리로 154 (답십리동),서울특별시,동대문구,1
125,서울 동대문구 천호대로 265 (답십리동),서울특별시,동대문구,1
126,"서울 동대문구 한천로 55 (답십리동, 영진빌딩)",서울특별시,동대문구,1
127,서울 동대문구 천호대로 153-1 (용두동),서울특별시,동대문구,1
128,서울 동대문구 무학로 104 (용두동),서울특별시,동대문구,1
129,서울 동대문구 답십리로63길 131 (장안동),서울특별시,동대문구,1
130,서울 동대문구 서울시립대로 164 (전농동),서울특별시,동대문구,1
131,서울 동대문구 휘경로 12 (이문동),서울특별시,동대문구,1
132,서울 동대문구 왕산로 68 (용두동),서울특별시,동대문구,1
133,서울 동대문구 고산자로 413-1 (용두동),서울특별시,동대문구,1
134,서울 동대문구 신이문로 19 (이문동),서울특별시,동대문구,1
135,서울 동대문구 답십리로 309 (장안동),서울특별시,동대문구,1
136,서울 동대문구 장한로 43 (장안동),서울특별시,동대문구,1
137,서울 동대문구 사가정로25길 42 (장안동),서울특별시,동대문구,1
138,서울 동대문구 답십리로 77 (전농동),서울특별시,동대문구,1
139,서울 동대문구 사가정로 132 (전농동),서울특별시,동대문구,1
140,서울 동대문구 왕산로 225 (청량리동),서울특별시,동대문구,1
141,서울 동대문구 답십리로 264 (장안동),서울특별시,동대문구,1
142,"서울 동대문구 망우로 67 (휘경동, 효자 워너빌)",서울특별시,동대문구,1
143,서울 동대문구 회기로 194-1 (휘경동),서울특별시,동대문구,1
144,서울 중랑구 망우로 460 (망우동),서울특별시,중랑구,1
145,서울 중랑구 망우로 416 (망우동),서울특별시,중랑구,1
146,"서울 중랑구 용마산로115길 109 (망우동, 한일써너스빌리젠시2단지)",서울특별시,중랑구,1
147,서울 중랑구 면목로 370 (면목동),서울특별시,중랑구,1
148,서울 중랑구 면목로 417 (면목동),서울특별시,중랑구,1
149,"서울 중랑구 동일로 932 (묵동, 묵동자이아파트)",서울특별시,중랑구,1
150,서울 중랑구 신내로 211 (신내동),서울특별시,중랑구,1
151,서울 중랑구 면목로 325 (면목동),서울특별시,중랑구,1
152,"서울 중랑구 망우로 353 (상봉동, 상봉 프레미어스 엠코)",서울특별시,중랑구,1
153,서울 중랑구 망우로 288 (상봉동),서울특별시,중랑구,1
154,서울 중랑구 망우로 316 (상봉동),서울특별시,중랑구,1
155,"서울 중랑구 용마산로 394 (면목동, 해동검도)",서울특별시,중랑구,1
156,서울 중랑구 봉화산로 215 (신내동),서울특별시,중랑구,1
157,서울 중랑구 면목로 247 (면목동),서울특별시,중랑구,1
158,서울 중랑구 봉우재로 240 (망우동),서울특별시,중랑구,1
159,서울 중랑구 동일로 683 (면목동),서울특별시,중랑구,1
160,서울 중랑구 망우로 198 (상봉동),서울특별시,중랑구,1
161,"서울 중랑구 동일로 815, 1층",서울특별시,중랑구,1
162,서울 성북구 개운사길 30 (안암동5가),서울특별시,성북구,1
163,서울 성북구 인촌로 24 (안암동2가),서울특별시,성북구,1
164,서울 성북구 종암로 지하 1 (종암동),서울특별시,성북구,1
165,서울 성북구 정릉로9라길 8 (정릉동),서울특별시,성북구,1
166,"서울 성북구 길음로 74 (길음동, 길음 에스에이치빌)",서울특별시,성북구,1
167,서울 성북구 동소문로 지하 248 (길음동),서울특별시,성북구,1
168,서울 성북구 동소문로 119 (동선동4가),서울특별시,성북구,1
169,"서울 성북구 아리랑로 75 (돈암동, 돈암코오롱하늘채)",서울특별시,성북구,1
170,서울 성북구 돌곶이로22길 3 (석관동),서울특별시,성북구,1
171,서울 성북구 화랑로 99,서울특별시,성북구,1
172,서울 성북구 동소문로13길 5 (동소문동4가),서울특별시,성북구,1
173,서울 성북구 보문로 111 (보문동2가),서울특별시,성북구,1
174,서울 성북구 화랑로 지하 157 (상월곡동),서울특별시,성북구,1
175,서울 성북구 화랑로40길 61 (석관동),서울특별시,성북구,1
176,서울 성북구 보문로 162 (삼선동5가),서울특별시,성북구,1
177,서울 성북구 보문로34길 100 (동선동2가),서울특별시,성북구,1
178,서울 성북구 오패산로 99 (하월곡동),서울특별시,성북구,1
179,"서울 성북구 종암로 167 (하월곡동, 동일하이빌뉴시티)",서울특별시,성북구,1
180,서울 성북구 월계로40길 7 (장위동),서울특별시,성북구,1
181,서울 성북구 장위로 35 (장위동),서울특별시,성북구,1
182,"서울 성북구 정릉로 307 (정릉동, 라온유 아파트)",서울특별시,성북구,1
183,"서울 성북구 북악산로 851 (정릉동, 정릉2차 e-편한세상)",서울특별시,성북구,1
184,서울 성북구 보국문로 77 (정릉동),서울특별시,성북구,1
185,서울 성북구 정릉로 251 (정릉동),서울특별시,성북구,1
186,서울 성북구 종암로 105 (종암동),서울특별시,성북구,1
187,서울 성북구 오패산로 16 (하월곡동),서울특별시,성북구,1
188,서울 성북구 동소문로 19 (동소문동1가),서울특별시,성북구,1
189,서울 성북구 삼선교로 10 (삼선동1가),서울특별시,성북구,1
190,서울 강북구 삼양로 501 (수유동),서울특별시,강북구,1
191,서울 강북구 한천로 1083 (수유동),서울특별시,강북구,1
192,서울 강북구 도봉로10길 28 (미아동),서울특별시,강북구,1
193,서울 강북구 도봉로 41-1 (미아동),서울특별시,강북구,1
194,서울 강북구 삼양로 118 (미아동),서울특별시,강북구,1
195,서울 강북구 도봉로 207 (미아동),서울특별시,강북구,1
196,서울 강북구 도봉로 128 (미아동),서울특별시,강북구,1
197,"서울 강북구 오현로 194 (번동, 덕수빌딩)",서울특별시,강북구,1
198,서울 강북구 4.19로 85 (수유동),서울특별시,강북구,1
199,서울 강북구 솔샘로40길 3 (미아동),서울특별시,강북구,1
200,서울 강북구 솔샘로 257 (미아동),서울특별시,강북구,1
201,서울 강북구 삼양로 234 (미아동),서울특별시,강북구,1
202,서울 강북구 삼양로 293 (수유동),서울특별시,강북구,1
203,"서울 강북구 덕릉로 82 (수유동, 제네스타워)",서울특별시,강북구,1
204,서울 강북구 도봉로 355 (수유동),서울특별시,강북구,1
205,서울 강북구 도봉로 381 (수유동),서울특별시,강북구,1
206,서울 강북구 삼양로 425 (수유동),서울특별시,강북구,1
207,서울 강북구 삼양로173길 21 (우이동),서울특별시,강북구,1
208,서울 강북구 덕릉로 31 (수유동),서울특별시,강북구,1
209,서울 도봉구 삼양로 542 (쌍문동),서울특별시,도봉구,1
210,"서울 도봉구 도봉로150길 43 (방학동, ESA 아파트)",서울특별시,도봉구,1
211,서울 도봉구 해등로 157 (쌍문동),서울특별시,도봉구,1
212,"서울 도봉구 도봉로 964-40 (도봉동, 도봉산역7호선)",서울특별시,도봉구,1
213,서울 도봉구 도봉로 823 (도봉동),서울특별시,도봉구,1
214,서울 도봉구 도봉로181길 18 (도봉동),서울특별시,도봉구,1
215,서울 도봉구 도봉로 677 (방학동),서울특별시,도봉구,1
216,서울 도봉구 도봉로153길 15 (방학동),서울특별시,도봉구,1
217,서울 도봉구 방학로 171 (방학동),서울특별시,도봉구,1
218,서울 도봉구 도당로13길 22 (방학동),서울특별시,도봉구,1
219,"서울 도봉구 해등로 255 (쌍문동, 에벤에셀아파트)",서울특별시,도봉구,1
220,서울 도봉구 덕릉로 235 (창동),서울특별시,도봉구,1
221,서울 도봉구 노해로 162 (쌍문동),서울특별시,도봉구,1
222,서울 도봉구 도봉로117길 4 (쌍문동),서울특별시,도봉구,1
223,서울 도봉구 도봉로 519 (쌍문동),서울특별시,도봉구,1
224,서울 도봉구 마들로11길 65 (창동),서울특별시,도봉구,1
225,서울 도봉구 노해로63길 78 (창동),서울특별시,도봉구,1
226,서울 도봉구 해등로16길 61 (창동),서울특별시,도봉구,1
227,서울 도봉구 도봉로114길 22 (창동),서울특별시,도봉구,1
228,서울 노원구 동일로192길 5 (공릉동),서울특별시,노원구,1
229,서울 노원구 공릉로 146 (공릉동),서울특별시,노원구,1
230,서울 노원구 광운로 29 (월계동),서울특별시,노원구,1
231,서울 노원구 노해로 494 (상계동),서울특별시,노원구,1
232,서울 노원구 동일로 1393 (상계동),서울특별시,노원구,1
233,서울 노원구 상계로 64 (상계동),서울특별시,노원구,1
234,서울 노원구 노원로 452 (상계동),서울특별시,노원구,1
235,서울 노원구 상계로 313 (상계동),서울특별시,노원구,1
236,서울 노원구 동일로 1541 (상계동),서울특별시,노원구,1
237,서울 노원구 한글비석로52길 8 (상계동),서울특별시,노원구,1
238,서울 노원구 동일로 1354 (상계동),서울특별시,노원구,1
239,서울 노원구 한글비석로 409 (상계동) 1~2층,서울특별시,노원구,1
240,서울 노원구 덕릉로 698 (중계동),서울특별시,노원구,1
241,서울 노원구 동일로 1650 (상계동),서울특별시,노원구,1
242,서울 노원구 공릉로 208 (공릉동),서울특별시,노원구,1
243,서울 노원구 노원로 3 (공릉동),서울특별시,노원구,1
244,"서울 노원구 화랑로 지하 347-1, 석계역내",서울특별시,노원구,1
245,서울 노원구 석계로3길 3 (월계동),서울특별시,노원구,1
246,"서울 노원구 한글비석로 57 (하계동, 세이브존)",서울특별시,노원구,1
247,"서울 노원구 동일로 1689 (상계동, 하이베라스)",서울특별시,노원구,1
248,서울 노원구 공릉로46길 6 (공릉동),서울특별시,노원구,1
249,서울 노원구 광운로22길 39 (월계동),서울특별시,노원구,1
250,서울 노원구 월계동 ,서울특별시,노원구,1
251,서울 노원구 중계로 201 (중계동),서울특별시,노원구,1
252,서울 노원구 노원로22길 70 (중계동),서울특별시,노원구,1
253,서울 노원구 중계로14바길 2 (중계동),서울특별시,노원구,1
254,"서울 노원구 동일로203가길 29 (중계동, 브라운스톤중계)",서울특별시,노원구,1
255,서울 노원구 동일로 1280 (중계동),서울특별시,노원구,1
256,서울 노원구 동일로204가길 34 (중계동),서울특별시,노원구,1
257,서울 노원구 덕릉로73길 18 (중계동),서울특별시,노원구,1
258,서울 노원구 화랑로 453 (공릉동),서울특별시,노원구,1
259,서울 노원구 노원로 257 (하계동),서울특별시,노원구,1
260,서울 노원구 공릉로 326 (하계동),서울특별시,노원구,1
261,서울 노원구 화랑로 지하 510 (공릉동),서울특별시,노원구,1
262,서울 은평구 갈현로 268 (갈현동),서울특별시,은평구,1
263,서울 은평구 서오릉로 195 (구산동),서울특별시,은평구,1
264,서울 은평구 연서로 148 (대조동),서울특별시,은평구,1
265,"서울 은평구 진관2로 29-21 (진관동, 드림스퀘어)",서울특별시,은평구,1
266,"서울 은평구 진흥로 156 (녹번동, 신명빌딩)",서울특별시,은평구,1
267,"서울 은평구 불광로 128 (불광동, 배진하우스)",서울특별시,은평구,1
268,서울 은평구 증산동 ,서울특별시,은평구,1
269,"서울 은평구 응암로 264 (응암동, 서울빌딩)",서울특별시,은평구,1
270,"서울 은평구 통일로 지하 723-1 (대조동, 3,6호선 불광역사무소)",서울특별시,은평구,1
271,서울 은평구 연서로 275 (불광동),서울특별시,은평구,1
272,서울 은평구 불광로 59 (불광동),서울특별시,은평구,1
273,서울 은평구 수색로 250 (수색동),서울특별시,은평구,1
274,"서울 은평구 갈현로 1 (신사동, 하나은행)",서울특별시,은평구,1
275,서울 은평구 갈현로 82 (역촌동),서울특별시,은평구,1
276,서울 은평구 서오릉로 100 (대조동),서울특별시,은평구,1
277,서울 은평구 통일로 855-4 (갈현동),서울특별시,은평구,1
278,서울 은평구 통일로 825 (대조동),서울특별시,은평구,1
279,서울 은평구 통일로 876 (불광동),서울특별시,은평구,1
280,서울 은평구 은평로 197 (녹번동),서울특별시,은평구,1
281,"서울 은평구 진관3로 70 (진관동, 은평뉴타운상림마을)",서울특별시,은평구,1
282,"서울 은평구 은평로 111 (응암동, 은평이마트)",서울특별시,은평구,1
283,서울 은평구 응암로 211 (응암동),서울특별시,은평구,1
284,서울 은평구 응암로 183 (응암동),서울특별시,은평구,1
285,"서울 서대문구 수색로 100 (북가좌동, DMC래미안e편한세상)",서울특별시,서대문구,1
286,"서울 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",서울특별시,서대문구,1
287,서울 서대문구 수색로 32 (남가좌동),서울특별시,서대문구,1
288,서울 서대문구 영천동 ,서울특별시,서대문구,1
289,서울 서대문구 신촌로 5 (창천동),서울특별시,서대문구,1
290,서울 서대문구 거북골로 35 (남가좌동),서울특별시,서대문구,1
291,서울 서대문구 가좌로 140 (홍은동),서울특별시,서대문구,1
292,서울 서대문구 홍제동 ,서울특별시,서대문구,1
293,서울 서대문구 증가로 257 (북가좌동),서울특별시,서대문구,1
294,서울 서대문구 냉천동,서울특별시,서대문구,1
295,서울 서대문구 신촌역로 35 (창천동),서울특별시,서대문구,1
296,서울 서대문구 신촌로 87-20 (창천동),서울특별시,서대문구,1
297,서울 서대문구 연희로 42 (연희동),서울특별시,서대문구,1
298,서울 서대문구 연희로10길 86 (연희동),서울특별시,서대문구,1
299,서울 서대문구 연세로12길 10 (창천동),서울특별시,서대문구,1
300,서울 서대문구 연희로 117 (연희동),서울특별시,서대문구,1
301,"서울 서대문구 통일로 510 (홍은동, 북한산 더샵)",서울특별시,서대문구,1
302,서울 서대문구 홍은동 ,서울특별시,서대문구,1
303,서울 서대문구 홍제동,서울특별시,서대문구,1
304,서울 마포구 마포대로8길 15 (공덕동),서울특별시,마포구,1
305,"서울 마포구 창전로 45 (창전동, 서강한화오벨리스크)",서울특별시,마포구,1
306,서울 마포구 백범로 100 (대흥동),서울특별시,마포구,1
307,서울 마포구 동교로27길 8 (동교동),서울특별시,마포구,1
308,서울 마포구 마포대로 173 (공덕동),서울특별시,마포구,1
309,서울 마포구 새창로 6 (도화동),서울특별시,마포구,1
310,서울 마포구 월드컵로 196 (성산동),서울특별시,마포구,1
311,서울 마포구 독막로 320 (도화동),서울특별시,마포구,1
312,서울 마포구 도화길 10 (도화동),서울특별시,마포구,1
313,서울 마포구 월드컵로 82-1 (서교동),서울특별시,마포구,1
314,서울 마포구 월드컵로 147 (망원동),서울특별시,마포구,1
315,서울 마포구 와우산로 41-1 (상수동),서울특별시,마포구,1
316,서울 마포구 월드컵북로 396 (상암동),서울특별시,마포구,1
317,서울 마포구 월드컵북로 375 (상암동),서울특별시,마포구,1
318,서울 마포구 월드컵북로56길 9 (상암동),서울특별시,마포구,1
319,서울 마포구 성암로13길 58 (상암동),서울특별시,마포구,1
320,서울 마포구 월드컵로 240 (성산동),서울특별시,마포구,1
321,서울 마포구 백범로 34 (신수동),서울특별시,마포구,1
322,서울 마포구 와우산로29길 70 (서교동),서울특별시,마포구,1
323,서울 마포구 월드컵북로 137 (성산동),서울특별시,마포구,1
324,서울 마포구 성미산로 78 (성산동),서울특별시,마포구,1
325,서울 마포구 서강로 135 (노고산동),서울특별시,마포구,1
326,서울 마포구 마포대로 208 (아현동),서울특별시,마포구,1
327,"서울 마포구 마포대로 33 (도화동, 마포 한화 오벨리스크)",서울특별시,마포구,1
328,서울 마포구 망원로 21 (망원동),서울특별시,마포구,1
329,서울 마포구 양화로1길 21 (합정동),서울특별시,마포구,1
330,서울 마포구 양화로6길 90 (합정동),서울특별시,마포구,1
331,서울 마포구 독막로2길 5 (합정동),서울특별시,마포구,1
332,서울 마포구 양화로11길 54 (서교동),서울특별시,마포구,1
333,"서울 마포구 양화로 45 (서교동, 메세나폴리스)",서울특별시,마포구,1
334,서울 마포구 양화로 124 (서교동),서울특별시,마포구,1
335,서울 마포구 월드컵북로 7 (서교동),서울특별시,마포구,1
336,서울 마포구 와우산로 148 (창전동),서울특별시,마포구,1
337,"서울 마포구 홍익로 10 (서교동, 서교푸르지오)",서울특별시,마포구,1
338,서울 양천구 목동서로 159-1 (목동),서울특별시,양천구,1
339,서울 양천구 오목로 48 (신월동),서울특별시,양천구,1
340,서울 양천구 신월로 350 (신정동),서울특별시,양천구,1
341,"서울 양천구 목동중앙북로 38 (목동, 롯데캐슬위너아파트)",서울특별시,양천구,1
342,서울 양천구 목동중앙본로7길 46 (목동),서울특별시,양천구,1
343,서울 양천구 목동남로 46 (신정동),서울특별시,양천구,1
344,서울 양천구 등촌로 180 (목동),서울특별시,양천구,1
345,"서울 양천구 목동중앙로 85 (목동, 강산아파트)",서울특별시,양천구,1
346,서울 양천구 오목로 227 (신정동),서울특별시,양천구,1
347,"서울 양천구 목동서로 287 (신정동, 동문비젼오피스텔)",서울특별시,양천구,1
348,서울 양천구 목동서로 155 (목동),서울특별시,양천구,1
349,서울 양천구 목동동로 379 (목동),서울특별시,양천구,1
350,서울 양천구 신정동,서울특별시,양천구,1
351,서울 양천구 화곡로 50 (신월동),서울특별시,양천구,1
352,서울 양천구 지양로 79 (신월동),서울특별시,양천구,1
353,서울 양천구 신월로 172 (신월동),서울특별시,양천구,1
354,서울 양천구 신목로 36 (신정동),서울특별시,양천구,1
355,서울 양천구 중앙로 282 (신정동),서울특별시,양천구,1
356,서울 양천구 신정로11길 50-15 (신정동),서울특별시,양천구,1
357,서울 양천구 오목로 155 (신정동),서울특별시,양천구,1
358,서울 양천구 목동동로 63 (신정동),서울특별시,양천구,1
359,서울 양천구 오목로 319 (목동),서울특별시,양천구,1
360,서울 양천구 신목로 102 (목동),서울특별시,양천구,1
361,서울 강서구 양천로 500 (등촌동),서울특별시,강서구,1
362,서울 강서구 강서로54길 11 (등촌동),서울특별시,강서구,1
363,서울 강서구 공항대로 437 (등촌동),서울특별시,강서구,1
364,"서울 강서구 화곡로 292 (화곡동, 서광프리메라)",서울특별시,강서구,1
365,서울 강서구 양천로 401 (가양동),서울특별시,강서구,1
366,서울 강서구 양천로 28 (방화동),서울특별시,강서구,1
367,서울 강서구 곰달래로 52 (화곡동),서울특별시,강서구,1
368,서울 강서구 방화동로 37 (방화동),서울특별시,강서구,1
369,서울 강서구 하늘길 지하 77 (방화동),서울특별시,강서구,1
370,서울 강서구 까치산로 182 (화곡동),서울특별시,강서구,1
371,서울 강서구 강서로17길 6 (화곡동),서울특별시,강서구,1
372,서울 강서구 강서로 306 (내발산동),서울특별시,강서구,1
373,서울 강서구 공항대로41길 34 (등촌동),서울특별시,강서구,1
374,"서울 강서구 공항대로61길 20 (염창동, 우리프리머스)",서울특별시,강서구,1
375,서울 강서구 등촌로 217 (등촌동),서울특별시,강서구,1
376,"서울 강서구 마곡중앙5로 6 (마곡동 282-2, 마곡나루역보타닉푸르지오시티)",서울특별시,강서구,1
377,"서울 강서구 양천로 344 (마곡동, 대방 디엠시티 오피스텔 1차)",서울특별시,강서구,1
378,서울 강서구 수명로 68-27 (내발산동),서울특별시,강서구,1
379,"서울 강서구 마곡서로 101 (마곡동, 동익드미라벨복합빌딩)",서울특별시,강서구,1
380,"서울 강서구 공항대로 195 (마곡동, 힐스테이트에코동익)",서울특별시,강서구,1
381,"서울 강서구 마곡중앙6로 66 (마곡동, 퀸즈파크텐)",서울특별시,강서구,1
382,"서울 강서구 공항대로 247 (마곡동, 퀸즈파크나인)",서울특별시,강서구,1
383,서울 강서구 등촌로 15 (화곡동),서울특별시,강서구,1
384,서울 강서구 공항대로 280 (내발산동),서울특별시,강서구,1
385,서울 강서구 방화동로 95 (방화동),서울특별시,강서구,1
386,서울 강서구 양천로 72 (방화동),서울특별시,강서구,1
